feature,mean_importance
hdd_lag3,-6.838567103584977e-05
pitd_ma_3_ratio_temp_mean,-6.733352901254468e-05
tmoy_lag3,-4.4831442145450845e-05
pitd_ma_3_ratio_tmoy,-3.7200685503975364e-05
weekdays_Friday,-2.124133248282093e-05
ponts_extended_abc_Wednesday,-1.0380108331871884e-05
dow_Friday,-7.6819640681694e-06
days_to_holiday,-6.936133693241815e-06
weekdays_Tuesday,-6.7749111604526595e-06
dow_Tuesday,-6.527751138708619e-06
ponts_extended_abc_Saturday,-6.3535978634969915e-06
month_March,-4.013013987567808e-06
season_metero_Spring,-3.1421483027788134e-06
weekdays_Thursday,-2.880395348533668e-06
pitd_ma_14,-2.8715525919769875e-06
quarter,-2.3869898072875763e-06
month_April,-2.254978096340697e-06
season_astrono_Autumn,-2.138807182381318e-06
daydur,-2.104009047506142e-06
weekdays_Wednesday,-1.597783191040203e-06
ponts_publics_abc_Tuesday,-1.4931683183411898e-06
etats,-1.4760590377185454e-06
season_low_season,-1.383539798615989e-06
dow_Saturday,-1.2752043040476988e-06
ponts_publics_abc_Wednesday,-6.395284236668242e-07
month_May,-6.355187031471462e-07
season_metero_Winter,-5.905274488546968e-07
ponts_extended_abc_Tuesday,-3.758543991608243e-07
season_astrono_Summer,-2.6198312158901005e-07
month_September,-1.8407205137332266e-07
noel.structural,-2.257618393307348e-08
month_August,-6.269203481519548e-09
public_holidays_PentecostMonday,0.0
month_January,0.0
public_holidays_ChristmasDay,0.0
isWeekday_True,0.0
below16.5_abc_hot,0.0
ponts_extended_abc_AdjToHoliday,0.0
month_December,0.0
dow_Wednesday,0.0
public_holidays_NewYearsDay,0.0
public_holidays_EasterMonday,0.0
isBizday_True,0.0
isHoliday_True,0.0
ponts_publics_abc_AdjToHoliday,0.0
public_holidays_LaborDay,0.0
public_holidays_GoodFriday,0.0
public_holidays_FRFetDeLaVictoire1945,0.0
public_holidays_FRBastilleDay,0.0
public_holidays_FRAssumptionVirginMary,0.0
public_holidays_FRArmisticeDay,0.0
public_holidays_FRAllSaints,0.0
public_holidays_BoxingDay,0.0
isWeekend_True,0.0
dow_Sunday,0.0
type_vol_vol_zero,0.0
month_June,1.3117657119560145e-08
weekdays_Sunday,2.9175392711640323e-08
dow_Thursday,6.853337689953498e-08
season_off_season,7.352557076008987e-08
ponts_publics_abc_Friday,2.3687936648048719e-07
season_metero_Summer,4.031082764147792e-07
ponts_extended_abc_Friday,7.682317292942095e-07
public_holidays_FRAscension,9.84921082420459e-07
season_metero_Fall,1.0184024913472214e-06
