feature,mean_importance
pitd_ma_3_ratio_temp_mean,-8.208801981329436e-05
pitd_ewm_3_ratio_tmoy,-3.9484970016024844e-05
hdd_lag2,-2.7128924512952354e-05
teff_cwv_diff_1,-2.6850312827690278e-05
tmoy_lag3,-1.8771394873196533e-05
pitd_ma_3_ratio_tmoy,-1.7207381498315218e-05
public_holidays,-4.9295174832979235e-06
nmonth,-2.0703978104325353e-06
etats,-1.3748645015089142e-06
extended_holidays,-1.1353084060118646e-06
quarter,-6.982975440616296e-07
type_vol,-3.404744930469994e-07
tmoy_lag1,-1.2123469053781227e-07
isBizday,-1.3354727187650516e-08
below16.5_abc,0.0
below16.5,0.0
isHoliday,0.0
weekend,0.0
is_winter,0.0
not_weekend,0.0
season_astrono,1.0868321046256236e-08
aout.structural,2.47917791297049e-07
noel.structural,3.836449721742602e-07
days_to_holiday,8.302776671431991e-07
month,1.0077102676210244e-06
season_metero,1.8527403000904302e-06
ponts_publics,2.7372500966257526e-06
ponts_extended,4.091141579386399e-06
dow,4.816390379386998e-06
holidays,6.061528507027638e-06
weekend_winter,7.445353404648622e-06
tmoy_lag14,7.542922044093819e-06
ponts_extended_abc,9.759674542769193e-06
isWeekend,1.0489986467924866e-05
season,1.691192493294344e-05
weekdays,1.7267673823536355e-05
pitd_lag3,1.7895205153450367e-05
tmoy_lag2,1.8836283811446594e-05
teff_optim_diff_1,2.1421999845092598e-05
tmoy_lag7,2.5953144326236638e-05
woy,2.7039027034114066e-05
hdd_lag14,3.6760864658409895e-05
ponts_publics_abc,4.1149236796768875e-05
tmoy,4.231978419204276e-05
pitd_ewm_7,4.3865968394847e-05
hdd_lag3,4.5822912837108036e-05
pitd_std_7,4.959048895700775e-05
rolling_hdd_7,4.9939817831596774e-05
teff_cwv,5.78771813724871e-05
teff_constr,5.854428236590579e-05
hdd_lag1,5.8812687926716214e-05
mday,5.984396493323753e-05
pitd_ma_14,6.20543837234597e-05
tmoy2,6.235913336413556e-05
weekend_cold,7.528765491381841e-05
lag1_to_lag7_ratio,7.689989568437066e-05
hdd_lag7,8.64927896551992e-05
daydur,9.019419374883385e-05
pitd_ewm_14,9.10237040424599e-05
hdd,9.698115090042407e-05
li_terega,9.970722133685797e-05
pitd_std_14,0.00010117054318531954
temp_mean,0.00010451798706122284
pitd_lag2,0.00010607618090605289
pitd_ma_7,0.00010960343594410178
pitd_std_3,0.0001096807079968393
tmoy_diff_1,0.000120812769244915
sinus,0.00012198933444177474
doy,0.0001282872157188553
teff_optim,0.00013705688569523155
isWeekday,0.00015865294152976866
pitd_ewm_3,0.00016671634273777037
teff_constr_diff_1,0.0001809995326639495
tmoy1,0.00019782624732531015
pitd_lag1_ratio_temp_mean,0.00021870679842278962
pitd_ma_3,0.00033827141139682255
pitd_lag14,0.0003677512482101115
cosinus,0.0003825100013312002
li,0.00040012340915020206
pitd_lag7,0.0005057370778650495
tmoy_ratio_pitd_lag1,0.0005166991665188556
pitd_ewm_3_ratio_temp_mean,0.0006904750231527113
wday,0.0011581743725025883
hdd_bizday,0.0018419464863196802
year,0.0021994749296822516
tmoy_ratio_pitd_ewm_3,0.0023103488052445297
pitd_lag1_ratio_tmoy,0.026791148605643123
temp_mean_ratio_pitd_ewm_3,0.04754757766873515
pitd_lag1,0.05968223022283262
temp_mean_ratio_pitd_lag1,0.3317916914403698
