feature,mean_importance
extended_holidays,-5.0630648190450216e-05
pitd_std_14,-4.080983049437829e-05
tmoy,-2.498005945585427e-05
hdd_lag3,-2.441028190851794e-05
woy,-1.831516923519131e-05
tmoy_lag7,-1.7710519925175258e-05
pitd_std_3,-1.5217330618726675e-05
tmoy_lag3,-1.2303547441737047e-05
pitd_ma_14,-9.13837923645841e-06
weekend_winter,-8.31949353024778e-06
sinus,-2.2902488520874785e-06
season_metero,-1.3657094953439461e-06
mday,-6.675527774320164e-07
quarter,-5.053176128843803e-07
isHoliday,0.0
isBizday,0.0
not_weekend,0.0
weekend,0.0
below16.5_abc,0.0
below16.5,0.0
is_winter,0.0
type_vol,4.910281510650191e-07
season_astrono,9.417098300873797e-07
season,1.3987911841392351e-06
days_to_holiday,2.9927760931648326e-06
ponts_extended,3.573694411242341e-06
public_holidays,4.229996218796731e-06
isWeekend,4.675951245748655e-06
etats,5.8622285529282005e-06
dow,6.215968384643694e-06
ponts_extended_abc,7.41240264697969e-06
tmoy_lag1,7.456616541749901e-06
holidays,7.975603716840231e-06
aout.structural,8.636192381126888e-06
tmoy_lag2,1.0074677230558632e-05
ponts_publics,1.0157396629480349e-05
pitd_lag3,1.0438794343699439e-05
weekend_cold,1.2084633610179655e-05
tmoy_lag14,1.4271950175462172e-05
hdd_lag1,1.4317494603114863e-05
hdd_lag2,1.59701607468166e-05
nmonth,1.603452026184074e-05
weekdays,2.3155425097229516e-05
lag1_to_lag7_ratio,3.371045761931014e-05
daydur,3.584625279994119e-05
tmoy1,3.9784821047699966e-05
month,4.111527091248783e-05
pitd_lag2,4.363453369907854e-05
rolling_hdd_7,4.8127425405998685e-05
noel.structural,4.959054146134751e-05
pitd_std_7,5.5541026917761865e-05
tmoy2,7.599110609186436e-05
doy,7.950693203525698e-05
li_terega,8.229079291399241e-05
pitd_ma_7,9.368993455172274e-05
tmoy_diff_1,9.526393498355111e-05
ponts_publics_abc,0.0001013242831706035
hdd_lag14,0.00012658771146503502
hdd_lag7,0.00013088499749306075
isWeekday,0.00016166856722920063
teff_cwv_diff_1,0.00023743608229244672
pitd_ewm_7,0.00027024525018619816
teff_constr,0.0002987530702168504
pitd_ewm_14,0.00031009783347106523
pitd_ma_3,0.00031138728158907285
cosinus,0.00033393545078475864
teff_optim_diff_1,0.0003400584967093785
li,0.0003490321369612191
pitd_lag7,0.0003771490095379391
pitd_lag14,0.0004608471697951547
teff_optim,0.0005389445433739655
teff_constr_diff_1,0.0006486401242378368
year,0.0007973993539942579
wday,0.0010766965358685984
hdd,0.001144249131666247
hdd_bizday,0.0020356748819129753
teff_cwv,0.006711082701032994
temp_mean,0.00738004228234351
pitd_ewm_3,0.008603882144726818
pitd_lag1,0.852491042535245
