feature,mean_importance
pitd_std_3,-0.00011088328357433363
tmoy_lag3,-5.5595495369297095e-05
hdd_lag3,-2.2495322106867028e-05
extended_holidays,-1.941870397016744e-05
pitd_lag3,-8.333503800384348e-06
pitd_ma_14,-5.446461480865597e-06
noel.structural,-3.2737943887091447e-06
nmonth,-2.2801630324410098e-06
dow,-6.545348849296834e-07
below16.5_abc,0.0
weekend,0.0
not_weekend,0.0
quarter,0.0
season_metero,0.0
isBizday,0.0
below16.5,0.0
is_winter,0.0
ponts_publics,0.0
isHoliday,0.0
weekend_winter,2.2658153692005357e-08
type_vol,3.5398134897567795e-07
public_holidays,4.536229578128506e-07
tmoy_lag14,4.638716595957437e-07
weekend_cold,7.1073557902767e-07
days_to_holiday,7.992974475646078e-07
isWeekend,8.946681618470994e-07
season_astrono,1.0177512879575718e-06
tmoy_lag1,1.1998451987316541e-06
aout.structural,2.8361669184946356e-06
ponts_extended_abc,5.179990572030079e-06
tmoy_lag2,7.313265727472949e-06
holidays,9.709791436094545e-06
season,1.0265220000023508e-05
pitd_std_7,1.4296518884880128e-05
ponts_extended,1.618413593222727e-05
pitd_std_14,1.8735951313777684e-05
etats,2.138346181094295e-05
month,2.354864457889787e-05
tmoy_lag7,2.705298754271477e-05
woy,2.7759807582678278e-05
rolling_hdd_7,2.834720474126154e-05
weekdays,3.200866813841182e-05
tmoy1,3.618130190889881e-05
tmoy2,3.826642852450129e-05
hdd_lag14,3.881939867381029e-05
hdd_lag7,3.9884950503831126e-05
daydur,4.420150712795574e-05
doy,4.6591031981754045e-05
hdd_lag2,5.4277499109861915e-05
lag1_to_lag7_ratio,6.021428888202569e-05
ponts_publics_abc,7.494104201991626e-05
hdd_lag1,8.425640688133237e-05
sinus,8.475717980374904e-05
li_terega,0.00010430097474262539
pitd_lag2,0.00011916313096237228
cosinus,0.0001300782480805224
mday,0.00013211212846265703
teff_optim,0.00015513914063030302
tmoy,0.00016662792644506555
isWeekday,0.00017030219669068574
pitd_lag14,0.00020217115977296893
pitd_ewm_7,0.00021389925620502755
hdd,0.00022266104504661596
teff_cwv_diff_1,0.0003150075817246106
teff_optim_diff_1,0.0003226810053055916
li,0.000339733807891557
teff_constr,0.000340815363930113
pitd_lag7,0.00034196311024623264
tmoy_diff_1,0.0003501363634744405
pitd_ma_7,0.0003510758552512852
pitd_ma_3,0.0003690438401720224
pitd_ewm_14,0.00044225904410299564
year,0.0007395096540334077
teff_constr_diff_1,0.0013369443493068344
wday,0.001949787761542695
temp_mean,0.002678566820484591
hdd_bizday,0.003630452226181296
pitd_ewm_3,0.00591878925440774
teff_cwv,0.009530095251184069
pitd_lag1,0.9794707333873436
