feature,mean_importance
hdd_lag3,-8.303618959495437e-05
pitd_std_3,-3.238656425094376e-05
dow,-1.9959621989965212e-05
tmoy_lag7,-9.939922357001668e-06
extended_holidays,-7.63845947682161e-06
tmoy_lag2,-4.2626859591110565e-06
weekend_winter,-2.7000297360735977e-06
is_winter,0.0
noel.structural,0.0
below16.5,0.0
below16.5_abc,0.0
not_weekend,0.0
weekend,0.0
public_holidays,1.1168862558710858e-06
aout.structural,1.3063060730914012e-06
season_astrono,1.483181160495499e-06
tmoy_lag3,1.699190527978088e-06
type_vol,1.94257550025622e-06
quarter,2.0188415226522413e-06
isHoliday,2.0578058066180597e-06
season_metero,3.892349456056238e-06
ponts_publics,5.316230353012534e-06
holidays,5.7498110747924295e-06
isBizday,7.321690075182304e-06
ponts_extended,8.174507132360093e-06
season,8.393135028509323e-06
tmoy_lag14,8.45557769203649e-06
days_to_holiday,9.470204055685681e-06
etats,1.0846464136847304e-05
tmoy,1.2877329250034208e-05
tmoy_lag1,1.5237440692054267e-05
ponts_extended_abc,1.573375406067959e-05
month,1.730155167728939e-05
isWeekend,1.8248002953162765e-05
nmonth,2.6006715553581263e-05
weekend_cold,3.115120481030024e-05
ponts_publics_abc,3.2166012361521844e-05
woy,3.2748809881835876e-05
hdd_lag2,4.1837288853810784e-05
weekdays,4.8846360870179706e-05
mday,5.0954799820131065e-05
tmoy1,5.8592227833606864e-05
pitd_lag3,6.01889829059352e-05
hdd_lag14,6.560941455302262e-05
pitd_lag2,7.236754942210443e-05
lag1_to_lag7_ratio,7.807939428536962e-05
sinus,7.911735840880462e-05
li_terega,8.312480647044446e-05
pitd_std_14,8.533705706336766e-05
hdd_lag7,8.908441892907377e-05
rolling_hdd_7,9.431143048809192e-05
isWeekday,9.638375776327893e-05
daydur,0.00010361180520703228
tmoy2,0.00010412441311936326
hdd_lag1,0.00010571496345539982
pitd_std_7,0.00011101953191585586
pitd_ma_14,0.00012077473087766764
pitd_ewm_14,0.00013083145017806446
pitd_ma_7,0.0001406860442294381
doy,0.0001507821189069551
teff_cwv_diff_1,0.0001568360814675162
teff_optim_diff_1,0.00021327995596086418
pitd_lag14,0.00022174954580149643
tmoy_diff_1,0.00025633056782149494
cosinus,0.00029040908353664997
pitd_lag7,0.00039359225184313116
pitd_ma_3,0.00041879511884541676
teff_constr_diff_1,0.0004309288708601594
li,0.0004613766687080271
pitd_ewm_7,0.00046683101401687465
wday,0.0010496928480054706
year,0.0010898126560507603
hdd,0.0011509892494095588
teff_constr,0.0014209287968233429
hdd_bizday,0.002868500326128493
teff_optim,0.003743982579749098
pitd_ewm_3,0.003939801937315396
temp_mean,0.004746911823005776
teff_cwv,0.007588687634966252
pitd_lag1,0.8002200519392
