feature,mean_importance
hdd_lag1,-3.694441712522867e-05
dow,-1.1657926452104603e-05
ponts_extended_abc,-9.152905227630473e-06
is_winter,-3.3445177916341386e-06
pitd_lag2,-1.6963372915370507e-06
below16.5_abc,-1.61967806378005e-06
quarter,-1.5016652704969574e-06
season_astrono,-1.4661033628377007e-06
noel.structural,-1.3473563527717502e-06
type_vol,-2.6142348802486727e-07
below16.5,-1.8848689413014653e-07
ponts_publics,-4.163336342344337e-18
ponts_extended,-4.163336342344337e-18
season,7.240862824851868e-07
aout.structural,1.074518697630547e-06
ponts_publics_abc,2.750486425167134e-06
etats,2.864743428162772e-06
season_metero,3.4584083598711985e-06
weekdays,6.158538100574027e-06
pitd_std_14,6.258306729963262e-06
tmoy1,9.918334805154513e-06
month,1.1137743020142934e-05
tmoy_lag7,1.4554908964162922e-05
isBizday,1.4960299488711234e-05
not_weekend,1.5895748432586884e-05
tmoy_lag1,1.618244712380777e-05
weekend,1.8032547652810023e-05
isWeekend,1.9129191376780762e-05
lag1_to_lag7_ratio,1.988859067682501e-05
nmonth,1.9925136035078492e-05
isWeekday,2.4068800717244944e-05
isHoliday,2.627768796861496e-05
tmoy_lag14,2.86551431937173e-05
pitd_lag3,3.0043221370656266e-05
days_to_holiday,3.081952797052874e-05
hdd_lag14,3.337823639282637e-05
woy,3.3767428339240986e-05
li_terega,3.436530841637031e-05
weekend_cold,3.6109362345336166e-05
hdd_lag7,4.187746251215763e-05
hdd_lag2,4.970848706471985e-05
pitd_std_7,5.344929685295909e-05
tmoy2,5.653291899971879e-05
tmoy_lag2,6.040499307952488e-05
pitd_std_3,6.992030636856147e-05
rolling_hdd_7,7.32503686079352e-05
cosinus,7.676231458239591e-05
doy,8.129595006654208e-05
hdd_lag3,8.200109052040709e-05
sinus,8.578168668656877e-05
daydur,8.69678176357365e-05
wday,8.901582136134137e-05
tmoy_lag3,0.00011515316500038015
pitd_ma_14,0.00013221034349489118
pitd_lag14,0.0001397214022524563
li,0.00018938999068190547
pitd_ewm_14,0.00028586753247995117
year,0.0003406559499107599
pitd_ma_7,0.00036389686307230216
pitd_lag7,0.000383768051321216
pitd_ma_3,0.00041713486361180836
tmoy_diff_1,0.00044406543194802883
pitd_ewm_7,0.00044416186938578785
teff_cwv_diff_1,0.0007430444883069612
teff_constr_diff_1,0.0008875803499826778
hdd_bizday,0.0008888815980954996
hdd,0.0009561604928250984
temp_mean,0.00101816308331985
tmoy,0.0011067620957485088
teff_constr,0.0046365955257959834
teff_optim,0.005604172845928676
teff_cwv,0.023145061138021245
pitd_ewm_3,0.02942612403263296
pitd_lag1,0.35561255527443825
