feature,mean_importance
below16.5_abc,-0.00014017742658066108
tmoy_lag3,-2.6079576636386588e-05
quarter,-2.0018186766394136e-05
ponts_extended_abc,-1.9390795567660394e-05
type_vol,-1.3069459128170132e-05
tmoy_lag7,-1.1805872843364055e-05
lag1_to_lag7_ratio,-7.385436247846558e-06
noel.structural,-6.202586552423242e-06
below16.5,-2.808078211737064e-06
ponts_publics,-6.938893903907229e-19
ponts_extended,6.938893903907229e-19
tmoy_lag2,1.4126079503073984e-07
tmoy_lag14,5.122569510221733e-06
hdd_lag7,5.689162003023885e-06
doy,5.961681926715604e-06
pitd_std_7,9.905418754129272e-06
ponts_publics_abc,1.2378791502005646e-05
sinus,1.3863465280939888e-05
month,1.4173257156485306e-05
is_winter,1.594896477127919e-05
pitd_std_14,1.721762476115489e-05
season_metero,2.2524554244816864e-05
dow,2.4356494360442196e-05
season,2.551464682466545e-05
days_to_holiday,2.5956846949310232e-05
cosinus,2.6325206869365696e-05
nmonth,3.0608396150758054e-05
aout.structural,3.074659179185674e-05
isBizday,3.0798167033666005e-05
tmoy2,4.306845721325191e-05
weekdays,4.652181165528055e-05
wday,4.773264356283773e-05
pitd_ma_14,4.98329324902614e-05
pitd_std_3,5.0149240054877395e-05
hdd_lag3,5.667984419421186e-05
li_terega,5.889508859511401e-05
isHoliday,6.110952037794888e-05
tmoy_diff_1,6.522306383241992e-05
isWeekday,7.014565201599773e-05
daydur,7.715678364080235e-05
season_astrono,8.72102235159964e-05
hdd_lag2,9.401692331028298e-05
hdd_lag14,9.445726831001366e-05
tmoy1,9.587713036953612e-05
weekend,0.00011733660479960016
woy,0.00012174577863467221
weekend_cold,0.00014115532041176666
pitd_lag7,0.00015531297309988903
isWeekend,0.0001626443552761491
not_weekend,0.0001668375767583011
pitd_lag14,0.00019755714201428082
teff_cwv,0.00021189738160129408
teff_constr_diff_1,0.0003322866833382745
tmoy_lag1,0.00035818567101977524
li,0.0004060131166328883
teff_cwv_diff_1,0.0005779756949260337
hdd_bizday,0.0007795952247984676
teff_constr,0.0008427295644093263
rolling_hdd_7,0.0008902178062820565
etats,0.0013319913485423523
year,0.0014810730575279165
pitd_lag3,0.0017788484386240314
pitd_lag2,0.001928500129885383
pitd_ewm_14,0.0020185780491341976
hdd_lag1,0.0022933611165044283
pitd_ma_7,0.002420742299791255
tmoy,0.002520539321762226
teff_optim,0.0029734799189477367
hdd,0.005975584376020251
pitd_ewm_7,0.007676001361201617
temp_mean,0.012240136656300945
pitd_ma_3,0.013347471561839751
pitd_lag1,0.02303872154508656
pitd_ewm_3,0.023187302688635086
