feature,mean_importance
etats,-1.9675788826965455e-05
noel.structural,-1.720750089694127e-05
type_vol,-1.0240063716673505e-05
season_metero,-9.344496322963303e-06
ponts_publics_abc,-7.6719734426689e-06
is_winter,-5.699859732544859e-06
ponts_extended_abc,-3.3578253896923706e-06
dow,-3.2601304794186575e-06
nmonth,-3.143249591057093e-06
public_holidays,-2.8693008281423933e-06
doy,-6.752360501845883e-07
ponts_publics,-6.938893903907229e-19
ponts_extended,6.938893903907229e-19
lag1_to_lag7_ratio,1.010342163410005e-06
holidays,1.0417436561438453e-06
hdd_lag7,1.8128496495500162e-06
extended_holidays,1.995993824776068e-06
woy,4.135525039355991e-06
weekdays,8.235174550662652e-06
below16.5_abc,1.2089690404446657e-05
quarter,1.2291458716452707e-05
weekend_winter,1.3175679981770882e-05
tmoy_lag14,1.3506826385849615e-05
weekend_cold,1.5151160836255826e-05
month,1.7107606346657492e-05
pitd_std_14,2.2731737322004287e-05
sinus,2.319579802708589e-05
pitd_std_7,2.495435606677636e-05
pitd_std_3,2.8060502410799313e-05
mday,2.898088401950376e-05
season_astrono,2.96111055222259e-05
below16.5,3.449129673128229e-05
hdd_lag14,3.464167199924741e-05
days_to_holiday,3.7168622421188124e-05
tmoy_lag7,3.8404408813545035e-05
aout.structural,3.862634408872169e-05
season,4.4295221156289213e-05
tmoy_lag3,4.730424491513896e-05
hdd_lag2,4.811134240485619e-05
wday,5.1969835933413436e-05
isWeekday,5.6236486742164066e-05
isBizday,6.067489978382225e-05
hdd_lag3,6.773896748525527e-05
tmoy_lag1,6.915451215312938e-05
tmoy1,7.055849675393078e-05
isHoliday,7.19647964455391e-05
pitd_lag14,7.690167668414488e-05
weekend,7.963501649479107e-05
tmoy2,7.983087629921497e-05
tmoy_lag2,7.985713612889688e-05
cosinus,8.625988285502761e-05
isWeekend,8.713120963398761e-05
daydur,8.756250955881673e-05
li_terega,8.9373988643714e-05
not_weekend,0.00010692675854730785
tmoy_diff_1,0.0001118137493492391
pitd_lag3,0.00019391267457786638
pitd_lag7,0.00019786004639464166
teff_optim_diff_1,0.00023671625472205005
teff_cwv_diff_1,0.0002668369671185968
teff_constr_diff_1,0.00031095052271282143
pitd_ma_14,0.0003729074093907957
li,0.0003866544869957522
hdd_bizday,0.0005531839225604112
pitd_ma_7,0.0007225014844722749
year,0.0007255572855086705
hdd_lag1,0.0008198909942104115
pitd_ewm_14,0.0015153259730981386
pitd_lag2,0.0019549118671191683
rolling_hdd_7,0.002153480291988386
teff_cwv,0.002542454648183338
teff_constr,0.002664956380722768
pitd_ewm_7,0.0031818906750646705
tmoy,0.0035349624465257903
temp_mean,0.004501807928095297
hdd,0.004659776074900204
teff_optim,0.0049461749763834275
pitd_ma_3,0.0054176964037910506
pitd_ewm_3,0.024173293722771525
pitd_lag1,0.04648781002381249
