iter	RMSE
727	7702.425502
728	7692.255624
729	7682.244581
730	7672.170342
731	7668.119772
732	7656.819741
733	7652.491799
734	7638.759432
735	7634.442254
736	7627.505839
737	7618.767593
738	7611.145286
739	7606.739527
740	7599.0171
741	7590.268982
742	7582.152909
743	7571.237593
744	7566.522782
745	7561.703733
746	7552.171989
747	7548.291691
748	7539.680642
749	7529.33177
750	7521.06486
751	7511.094779
752	7505.820172
753	7501.758552
754	7490.509034
755	7480.707109
756	7465.779752
757	7452.559356
758	7447.936365
759	7438.923124
760	7430.203949
761	7425.901119
762	7422.928043
763	7413.058088
764	7401.765008
765	7392.002485
766	7386.113288
767	7377.644193
768	7376.65271
769	7366.593793
770	7357.079211
771	7346.520281
772	7338.451042
773	7326.255426
774	7319.476476
775	7308.657129
776	7301.388602
777	7295.235192
778	7291.758535
779	7282.583345
780	7277.456883
781	7272.662498
782	7268.662068
783	7256.808201
784	7249.467296
785	7242.945679
786	7237.240436
787	7229.725446
788	7223.086713
789	7216.061061
790	7209.063383
791	7201.995352
792	7198.790864
793	7186.888732
794	7178.432355
795	7169.440692
796	7163.273232
797	7157.924572
798	7153.344829
799	7150.50476
800	7145.790213
801	7139.967462
802	7135.915847
803	7127.88869
804	7121.530355
805	7112.067844
806	7102.809595
807	7090.648437
808	7086.731924
809	7080.454472
810	7076.420916
811	7069.789205
812	7060.521945
813	7057.319966
814	7054.19022
815	7049.751386
816	7038.7073
817	7027.409971
818	7017.434322
819	7010.208353
820	7002.153278
821	6994.131056
822	6985.871939
823	6976.318704
824	6964.461036
825	6951.837979
826	6941.183107
827	6932.975167
828	6921.091315
829	6917.030525
830	6912.982704
831	6903.367816
832	6895.34824
833	6889.721406
834	6882.619329
835	6876.864047
836	6869.643521
837	6860.657072
838	6851.194785
839	6846.418813
840	6836.422045
841	6829.74822
842	6821.012249
843	6813.565309
844	6809.218514
845	6799.073002
846	6786.214798
847	6778.483412
848	6774.50262
849	6770.327661
850	6763.52621
851	6755.626313
852	6751.830394
853	6747.393119
854	6741.607616
855	6733.472476
856	6723.200071
857	6714.363322
858	6712.680042
859	6704.561183
860	6692.184038
861	6680.541905
862	6669.180408
863	6665.755433
864	6663.306103
865	6654.343657
866	6646.978575
867	6641.088079
868	6637.167175
869	6633.400483
870	6619.431532
871	6610.034038
872	6604.000711
873	6595.422026
874	6586.737708
875	6581.885185
876	6575.64834
877	6567.734
878	6563.085158
879	6556.006003
880	6550.764135
881	6545.076552
882	6534.630675
883	6530.63101
884	6519.818434
885	6512.551162
886	6509.639764
887	6505.416323
888	6498.311073
889	6491.695174
890	6488.500041
891	6481.841156
892	6477.914182
893	6472.346264
894	6465.962561
895	6459.939634
896	6450.878105
897	6443.566661
898	6435.762632
899	6432.238296
900	6429.094454
901	6424.38188
902	6418.385057
903	6407.177716
904	6402.054909
905	6395.676178
906	6385.581889
907	6381.376207
908	6374.591198
909	6368.889598
910	6362.692075
911	6354.328471
912	6347.53705
913	6340.117366
914	6333.750777
915	6324.670518
916	6320.348554
917	6315.85053
918	6311.908712
919	6305.452983
920	6298.908189
921	6295.814117
922	6285.585763
923	6281.530379
924	6278.133029
925	6274.632198
926	6272.828067
927	6263.827521
928	6259.445575
929	6250.102659
930	6245.870677
931	6242.164436
932	6233.113615
933	6228.804114
934	6226.847942
935	6219.485268
936	6216.675515
937	6209.446616
938	6203.903777
939	6200.196172
940	6186.185615
941	6184.11902
942	6180.394783
943	6176.257323
944	6165.462977
945	6161.647407
946	6157.467716
947	6153.10897
948	6147.17319
949	6141.734011
950	6137.712009
951	6128.850684
952	6118.113163
953	6109.423482
954	6103.784421
955	6098.518798
956	6093.957038
957	6087.454598
958	6077.505722
959	6070.165557
960	6065.431641
961	6061.419074
962	6056.074772
963	6048.992534
964	6039.710506
965	6036.421025
966	6031.561126
967	6026.776712
968	6018.608342
969	6015.274225
970	6004.554865
971	5997.523957
972	5990.258221
973	5983.439078
974	5979.801423
975	5970.624835
976	5967.26928
977	5962.612563
978	5960.287232
979	5957.647994
980	5950.08591
981	5945.202519
982	5934.404665
983	5927.494525
984	5920.211708
985	5915.679492
986	5912.782422
987	5908.939707
988	5904.299806
989	5897.05676
990	5889.182581
991	5883.17955
992	5879.732139
993	5874.56041
994	5865.287689
995	5859.284807
996	5852.637888
997	5845.161669
998	5837.322411
999	5834.209431
