iter	RMSE
192	14072.01836
193	14025.16249
194	13977.91727
195	13949.11901
196	13910.41134
197	13870.65804
198	13848.7605
199	13818.39679
200	13780.43082
201	13745.7636
202	13716.02885
203	13678.95598
204	13646.91259
205	13612.70499
206	13586.17897
207	13554.00788
208	13513.94555
209	13486.74271
210	13463.15025
211	13432.75111
212	13407.04246
213	13365.32498
214	13330.72406
215	13308.79447
216	13272.63306
217	13235.80942
218	13216.12669
219	13182.19747
220	13162.115
221	13141.41956
222	13119.47113
223	13096.30402
224	13065.58957
225	13045.55573
226	13011.71952
227	12980.33024
228	12951.87908
229	12918.87281
230	12894.36871
231	12869.06808
232	12851.93632
233	12821.86731
234	12798.37245
235	12770.73116
236	12737.5625
237	12712.56706
238	12689.88069
239	12659.81641
240	12634.15236
241	12611.91211
242	12593.7666
243	12557.96136
244	12537.97423
245	12505.9713
246	12473.39921
247	12444.26862
248	12433.23858
249	12417.62945
250	12387.7532
251	12351.53865
252	12334.75411
253	12307.79895
254	12285.41101
255	12263.29681
256	12242.41405
257	12198.77581
258	12181.81917
259	12163.42852
260	12148.71882
261	12124.04209
262	12089.89569
263	12070.96445
264	12047.75277
265	12031.83943
266	12005.03339
267	11975.80813
268	11955.52947
269	11926.70102
270	11898.67868
271	11884.51095
272	11852.71465
273	11824.03577
274	11807.77708
275	11772.79769
276	11760.55549
277	11739.48561
278	11712.75129
279	11687.31702
280	11649.95748
281	11626.08421
282	11607.11107
283	11572.9402
284	11545.53917
285	11518.6707
286	11488.9176
287	11486.69667
288	11471.20184
289	11457.30792
290	11434.31462
291	11423.94509
292	11409.88571
293	11382.41639
294	11363.10164
295	11351.19295
296	11327.9045
297	11303.73384
298	11284.96024
299	11256.98341
300	11241.6719
301	11219.08564
302	11193.82111
303	11166.0293
304	11150.99734
305	11131.18199
306	11105.36166
307	11079.81858
308	11062.2198
309	11039.26589
310	11024.31895
311	11010.4569
312	10994.37322
313	10970.17615
314	10957.56501
315	10933.5361
316	10902.62362
317	10884.50229
318	10865.68096
319	10847.88687
320	10820.76366
321	10800.4864
322	10789.02753
323	10767.42331
324	10749.61817
325	10729.51022
326	10710.13056
327	10705.28154
328	10679.60766
329	10664.80423
330	10648.62568
331	10630.38762
332	10621.24222
333	10607.00997
334	10582.087
335	10572.56263
336	10562.05986
337	10547.85633
338	10527.12937
339	10502.68766
340	10479.92188
341	10463.57569
342	10447.49617
343	10429.95291
344	10407.77631
345	10388.23026
346	10365.95429
347	10354.60394
348	10340.62585
349	10322.37591
350	10302.07324
351	10283.41057
352	10266.79246
353	10248.54287
354	10237.21121
355	10228.81066
356	10212.57133
357	10193.88241
358	10180.76776
359	10166.89664
360	10148.92712
361	10130.49508
362	10106.60957
363	10090.85741
364	10078.83312
365	10074.58974
366	10058.233
367	10026.20933
368	10003.21292
369	9982.755208
370	9964.637671
371	9948.234405
372	9927.232238
373	9910.282072
374	9882.630864
375	9878.55337
376	9863.115569
377	9857.761927
378	9846.160507
379	9844.26071
380	9827.439769
381	9816.718652
382	9798.497818
383	9793.983786
384	9777.096944
385	9764.933366
386	9742.051575
387	9727.059034
388	9715.559976
389	9691.116636
390	9685.493618
391	9657.989545
392	9642.239126
393	9635.957745
394	9616.034816
395	9595.851732
396	9578.030288
397	9566.515504
398	9553.654254
399	9537.781583
400	9522.603892
401	9505.678934
402	9492.451558
403	9471.935858
404	9457.992439
405	9446.436511
406	9428.119101
407	9419.626835
408	9405.3362
409	9389.658706
410	9370.969574
411	9355.634695
412	9337.817208
413	9306.968195
414	9290.671374
415	9276.796508
416	9259.155177
417	9253.463319
418	9234.090526
419	9218.964703
420	9201.643699
421	9192.762905
422	9182.058649
423	9165.137133
424	9154.855192
425	9146.862841
426	9142.278236
427	9121.990104
428	9108.377156
429	9099.546501
430	9085.11863
431	9076.218088
432	9070.644504
433	9047.982102
434	9034.909976
435	9029.677312
436	9011.063722
437	8997.546212
438	8982.206543
439	8966.049195
440	8943.556092
441	8935.04194
442	8914.490232
443	8904.547517
444	8888.780727
445	8870.308279
446	8862.881667
447	8852.955949
448	8840.568034
449	8822.723486
450	8800.52853
451	8786.627433
452	8776.867814
453	8774.986369
454	8763.298248
455	8746.707505
456	8731.124322
457	8710.254096
458	8697.791149
459	8682.447407
460	8675.5788
461	8658.684544
462	8649.335128
463	8641.709963
464	8626.588725
465	8618.489964
466	8616.110404
467	8598.366982
468	8585.417414
469	8560.728653
470	8551.648667
471	8550.069936
472	8535.05262
473	8520.984326
474	8504.600322
475	8483.933961
476	8467.200257
477	8466.859077
478	8444.470148
479	8434.883135
480	8418.284949
481	8408.51441
482	8398.932049
483	8386.465629
484	8372.67712
485	8372.29873
486	8357.50124
487	8340.632173
488	8315.28155
489	8308.836287
490	8294.41325
491	8285.362983
492	8271.427003
493	8260.104313
494	8252.761299
495	8246.95062
496	8240.033557
497	8224.8604
498	8207.306583
499	8199.807601
500	8192.179755
501	8178.957686
502	8178.364431
503	8164.249278
504	8159.643441
505	8151.88835
506	8140.116372
507	8128.969229
508	8123.507017
509	8105.492242
510	8089.461351
511	8077.30773
512	8063.596288
513	8051.042001
514	8041.154982
515	8034.261077
516	8030.488983
517	8020.785657
518	8001.295923
519	7983.728035
520	7966.919006
521	7958.486081
522	7940.736789
523	7927.539262
524	7922.576445
525	7909.910323
526	7899.147137
527	7898.617513
528	7887.159631
529	7872.619449
530	7869.295155
531	7857.994678
532	7844.618198
533	7835.612321
534	7829.097915
535	7822.533187
536	7816.387771
537	7803.847781
538	7799.402056
539	7783.487187
540	7769.955485
541	7752.736451
542	7746.747218
543	7739.87303
544	7736.606042
545	7732.657284
546	7731.197863
547	7722.467854
548	7707.7643
549	7700.844068
550	7687.677428
551	7680.962603
552	7666.318912
553	7653.309753
554	7651.403967
555	7639.590559
556	7628.582895
557	7616.211896
558	7606.393281
559	7597.515294
560	7586.397676
561	7573.860737
562	7562.358999
563	7556.54027
564	7542.558611
565	7541.245105
566	7527.822894
567	7516.542052
568	7510.904322
569	7508.532785
570	7499.274026
571	7487.944211
572	7479.778294
573	7457.611858
574	7448.36349
575	7439.328587
576	7430.10063
577	7418.284163
578	7406.927112
579	7390.462781
580	7382.076861
581	7369.883872
582	7356.859574
583	7345.275613
584	7332.829143
585	7317.823171
586	7299.480008
587	7295.068471
588	7277.10873
589	7269.246991
590	7258.524934
591	7247.160695
592	7241.244381
593	7226.766874
594	7215.339253
595	7211.162141
596	7206.552443
597	7196.741248
598	7184.937381
599	7181.085243
600	7167.385183
601	7157.41376
602	7148.221132
603	7133.194144
604	7118.500641
605	7112.700424
606	7111.849981
607	7111.290052
608	7099.545275
609	7097.710379
610	7090.39479
611	7082.291225
612	7065.777862
613	7063.699575
614	7055.53299
615	7046.88444
616	7043.947585
617	7033.566532
618	7028.021387
619	7016.380117
620	7008.683373
621	6998.194459
622	6991.25363
623	6983.044939
624	6976.414201
625	6969.331667
626	6956.70885
627	6948.436165
628	6937.777726
629	6923.700223
630	6914.063625
631	6906.744868
632	6896.650871
633	6887.930833
634	6879.475733
635	6869.705475
636	6869.181425
637	6868.029373
638	6856.431528
639	6843.301582
640	6834.056341
641	6827.951437
642	6817.957409
643	6812.352702
644	6806.655968
645	6798.008057
646	6790.958665
647	6777.007299
648	6771.583344
649	6764.683725
650	6754.975192
651	6746.053615
652	6739.933519
653	6734.547826
654	6721.735166
655	6712.170346
656	6700.930761
657	6691.916689
658	6678.223591
659	6671.333159
660	6668.990321
661	6660.456573
662	6650.553599
663	6644.131743
664	6637.895692
665	6628.54247
666	6623.179597
667	6612.948032
668	6612.339931
669	6607.012229
670	6601.128039
671	6588.772269
672	6579.463977
673	6574.804448
674	6562.211054
675	6549.216716
676	6548.8176
677	6541.944305
678	6529.600653
679	6517.162613
680	6505.871861
681	6498.378497
682	6484.692108
683	6472.702882
684	6471.953117
685	6461.387172
686	6456.306876
687	6444.196572
688	6430.000528
689	6428.959825
690	6419.583267
691	6412.225642
692	6401.051833
693	6388.965955
694	6384.718764
695	6378.403568
696	6370.757053
697	6366.186555
698	6359.59528
699	6350.678005
700	6350.231801
701	6339.425606
702	6329.938021
703	6312.574965
704	6304.431552
705	6289.424932
706	6286.487353
707	6274.664321
708	6268.172877
709	6256.872773
710	6248.667122
711	6248.054272
712	6242.195294
713	6237.532423
714	6229.6338
715	6221.630024
716	6211.221107
717	6203.835066
718	6195.834402
719	6194.833677
720	6187.793517
721	6182.762173
722	6168.903595
723	6163.482331
724	6150.177986
725	6138.374575
726	6128.592769
727	6124.752654
728	6115.627589
729	6103.883813
730	6092.461726
731	6085.432697
732	6075.920476
733	6067.802412
734	6060.433455
735	6052.068176
736	6043.792139
737	6037.473552
738	6029.073766
739	6023.71024
740	6016.016037
741	6008.351078
742	6004.621546
743	5994.270866
744	5984.381635
745	5978.777946
746	5974.74939
747	5968.307315
748	5956.231411
749	5951.438119
750	5942.88069
751	5940.643282
752	5934.741198
753	5930.405975
754	5925.317264
755	5919.174624
756	5912.936352
757	5902.279556
758	5891.378162
759	5883.907829
760	5876.382403
761	5870.813359
762	5859.753729
763	5854.321851
764	5844.572001
765	5836.868092
766	5828.381154
767	5825.514817
768	5819.365562
769	5815.430477
770	5810.015493
771	5803.022097
772	5802.156069
773	5799.077859
774	5791.282085
775	5784.007683
776	5779.870681
777	5777.140821
778	5768.308774
779	5760.411566
780	5756.35586
781	5746.666245
782	5738.449713
783	5735.51398
784	5728.6337
785	5716.004899
786	5715.121494
787	5710.522435
788	5706.766226
789	5702.842787
790	5693.251075
791	5688.315821
792	5684.129328
793	5682.13477
794	5670.139367
795	5668.40219
796	5662.881378
797	5660.387477
798	5652.809264
799	5645.099745
800	5641.52047
801	5632.792955
802	5626.069527
803	5623.782691
804	5621.307635
805	5620.05191
806	5614.556914
807	5610.560548
808	5607.605494
809	5602.451098
810	5597.341901
811	5589.682022
812	5584.002918
813	5581.118026
814	5577.409839
815	5573.6674
816	5570.135895
817	5564.754648
818	5551.940519
819	5541.680865
820	5535.868803
821	5530.787841
822	5528.470216
823	5526.617413
824	5521.34402
825	5515.006808
826	5507.6203
827	5496.960939
828	5489.055441
829	5485.071648
830	5477.585375
831	5472.866214
832	5467.215758
833	5465.230369
834	5456.502099
835	5449.803882
836	5442.372116
837	5439.097305
838	5432.244941
839	5424.942247
840	5414.110866
841	5406.287008
842	5400.044556
843	5393.883894
844	5390.495402
845	5382.510189
846	5378.871387
847	5377.312178
848	5366.207028
849	5359.509858
850	5353.637222
851	5346.912182
852	5338.669757
853	5330.776852
854	5325.450734
855	5325.186111
856	5320.070064
857	5311.341836
858	5306.026559
859	5302.381251
860	5296.121986
861	5290.847758
862	5285.244165
863	5282.572557
864	5275.437173
865	5270.636478
866	5262.101635
867	5253.98271
868	5253.322935
869	5252.640831
870	5245.734323
871	5238.174654
872	5233.8669
873	5225.556305
874	5225.145429
875	5219.501107
876	5215.243144
877	5213.010268
878	5203.916786
879	5201.932111
880	5198.75264
881	5196.695697
882	5196.415449
883	5191.742527
884	5185.664785
885	5184.421064
886	5181.526221
887	5178.127335
888	5171.465355
889	5167.974202
890	5158.494037
891	5156.407846
892	5151.702227
893	5145.127045
894	5138.915357
895	5135.043126
896	5127.38307
897	5118.624385
898	5109.183488
899	5102.334699
900	5098.77298
901	5093.948366
902	5091.872895
903	5088.977365
904	5086.959629
905	5076.44301
906	5069.422364
907	5061.056953
908	5059.256483
909	5053.923008
910	5049.17749
911	5044.339586
912	5038.066358
913	5033.120447
914	5028.254851
915	5021.295209
916	5013.032022
917	5009.035508
918	5001.70597
919	4996.575704
920	4992.653409
921	4982.489876
922	4979.943465
923	4975.655757
924	4972.517534
925	4963.870002
926	4963.54671
927	4952.380089
928	4948.739387
929	4940.425569
930	4936.252685
931	4927.15554
932	4922.345452
933	4915.27241
934	4906.42872
935	4900.747423
936	4895.619333
937	4891.358411
938	4883.863316
939	4879.266616
940	4875.65146
941	4872.254047
942	4869.27524
943	4865.609095
944	4859.608417
945	4854.969449
946	4852.733293
947	4847.390992
948	4845.115528
949	4838.825673
950	4832.536404
951	4824.326195
952	4818.487407
953	4807.544073
954	4800.275398
955	4797.042046
956	4789.140569
957	4780.665803
958	4774.848387
959	4765.837453
960	4759.987096
961	4750.489351
962	4743.932395
963	4737.080369
964	4731.000864
965	4727.752678
966	4722.147893
967	4715.417456
968	4707.754411
969	4704.885911
970	4701.79813
971	4692.630023
972	4689.622368
973	4685.652739
974	4676.969692
975	4669.112532
976	4667.888622
977	4662.656732
978	4654.758065
979	4650.268612
980	4644.774259
981	4637.149788
982	4628.23125
983	4623.746084
984	4617.174758
985	4611.241147
986	4602.125334
987	4596.063399
988	4595.523624
989	4591.761198
990	4588.387755
991	4585.238342
992	4578.50698
993	4576.09729
994	4571.668187
995	4568.349806
996	4562.875638
997	4550.110427
998	4544.849762
999	4544.636485
