feature,mean_importance
pitd_ma_3_ratio_tmoy,-6.760879189993859e-05
teff_optim_diff_1,-5.558485592087447e-05
pitd_ma_3_ratio_temp_mean,-2.3514383125397725e-05
teff_constr_diff_1,-8.507215827875843e-06
tmoy_lag14,-7.024547956334566e-06
ponts_extended_abc,-6.867369366991491e-06
season_astrono,-6.063050650454565e-06
extended_holidays,-4.196436950037845e-06
weekend,-2.4201931873388954e-06
weekend_winter,-2.209790621351265e-06
quarter,-1.562322432672146e-06
holidays,-7.438584411961769e-07
type_vol,-4.364091382160276e-07
isBizday,-2.3179449453458733e-07
not_weekend,0.0
below16.5_abc,0.0
aout.structural,4.458187428068444e-07
below16.5,5.425060849707092e-07
is_winter,7.193344850118036e-07
isHoliday,9.267361229733928e-07
season,1.27232097101998e-06
etats,1.3657330243520282e-06
hdd,1.4482096922598108e-06
days_to_holiday,2.0584307881836917e-06
dow,2.4479851328572735e-06
ponts_extended,2.997826073112414e-06
season_metero,3.0534055628595944e-06
noel.structural,4.352961766610798e-06
ponts_publics,4.6177175449141e-06
public_holidays,5.6453907933008e-06
tmoy,1.0290679917192812e-05
weekdays,1.5096428223938113e-05
pitd_std_3,1.5392806183607553e-05
temp_mean,2.1379647178773608e-05
tmoy_lag1,2.1565971678099738e-05
nmonth,2.3529647554924004e-05
tmoy_lag2,2.95978236864905e-05
month,3.351359056325154e-05
teff_constr,3.3815186567268464e-05
tmoy2,3.68684214738204e-05
rolling_hdd_7,3.807189847282264e-05
tmoy_lag3,3.8080396210581936e-05
teff_optim,4.158735532252371e-05
pitd_lag2,4.398091060248133e-05
isWeekend,5.0910130979481966e-05
pitd_std_14,5.896105991378565e-05
hdd_lag1,6.056571699996887e-05
tmoy_lag7,6.10114319482085e-05
sinus,6.409184252785943e-05
li_terega,6.505004624422685e-05
pitd_ma_14,6.515299092429427e-05
hdd_lag2,6.603476454574934e-05
hdd_lag3,7.013662603191327e-05
teff_cwv,7.244296151924859e-05
woy,7.79098867452135e-05
mday,7.918216911050792e-05
pitd_lag3,8.593232738976966e-05
ponts_publics_abc,8.801943654489341e-05
pitd_ewm_3_ratio_tmoy,9.789484768487968e-05
lag1_to_lag7_ratio,0.00010925805472587046
weekend_cold,0.00012601664559407072
teff_cwv_diff_1,0.00013534164567292358
doy,0.00014188486897471643
pitd_ewm_14,0.0001432794768087057
tmoy_diff_1,0.0001493531649466858
hdd_lag14,0.00015514890873896906
pitd_std_7,0.00016303286613442592
tmoy1,0.00016787872080780436
hdd_lag7,0.00017147429119231255
isWeekday,0.0001789234350446516
pitd_ewm_7,0.00018235212680667857
daydur,0.00019176999946597212
pitd_lag14,0.00020084274474315643
pitd_ma_7,0.00021064760751881312
pitd_ma_3,0.0002650705447755881
cosinus,0.0003112177908410056
pitd_lag7,0.0003268695931119942
pitd_ewm_3,0.0003543890320497225
pitd_ewm_3_ratio_temp_mean,0.0006939514889302577
pitd_lag1_ratio_temp_mean,0.0007162962149799453
li,0.000727191540908849
wday,0.001217362970006901
hdd_bizday,0.0013144211743280252
year,0.002286708660155283
temp_mean_ratio_pitd_ewm_3,0.013838122917520897
tmoy_ratio_pitd_lag1,0.014043101238252581
tmoy_ratio_pitd_ewm_3,0.02033002100918778
pitd_lag1_ratio_tmoy,0.03371742742901187
pitd_lag1,0.03914640911853712
temp_mean_ratio_pitd_lag1,0.28378339801359853
