feature,mean_importance
pitd_std_3,-1.9258435543404935e-05
tmoy1,-1.2368313825710311e-05
doy,-8.72466433333996e-06
pitd_lag2,-6.416198469831255e-06
etats,-4.314312720094318e-06
month,-2.542922029321465e-06
sinus,-7.289428110981294e-07
pitd_std_14,-6.882226819406728e-07
hdd_lag3,-3.816391647148976e-18
extended_holidays,-3.816391647148976e-18
ponts_publics,-3.816391647148976e-18
noel.structural,-3.816391647148976e-18
type_vol,-3.469446951953614e-18
below16.5_abc,-3.469446951953614e-18
below16.5,-3.122502256758253e-18
quarter,-3.122502256758253e-18
holidays,-2.7755575615628915e-18
ponts_extended,-2.7755575615628915e-18
public_holidays,-2.4286128663675298e-18
season_astrono,-2.4286128663675298e-18
season_metero,-2.4286128663675298e-18
is_winter,-2.4286128663675298e-18
hdd_lag1,-2.0816681711721684e-18
dow,2.9480322387559486e-07
ponts_extended_abc,1.1650055486780303e-06
lag1_to_lag7_ratio,1.3161557544022483e-06
weekdays,1.3215544487098218e-06
hdd_lag7,1.504495242278872e-06
li_terega,1.979173677324128e-06
aout.structural,2.6782970769918813e-06
weekend_winter,3.875492979089207e-06
tmoy_lag1,4.380997857455008e-06
isBizday,4.767486724061368e-06
tmoy_lag3,4.872932906560198e-06
mday,5.391991232911453e-06
tmoy_lag2,5.549580756988859e-06
tmoy2,5.787473188507975e-06
weekend_cold,6.282220086244877e-06
isWeekend,6.655026937818845e-06
season,7.003346012566039e-06
ponts_publics_abc,7.130946415598305e-06
isWeekday,7.825115644693668e-06
pitd_lag3,1.000189608732771e-05
woy,1.0165205732975274e-05
isHoliday,1.0199787584486836e-05
tmoy_lag14,1.0686704711342087e-05
not_weekend,1.3399447918789261e-05
weekend,1.3411837509517618e-05
rolling_hdd_7,1.841611771639974e-05
hdd_lag14,1.848218788666617e-05
days_to_holiday,2.3959756773744845e-05
tmoy_lag7,2.9095635695275054e-05
nmonth,3.1296625394479706e-05
pitd_lag14,3.4108588092643735e-05
cosinus,4.363259626141355e-05
pitd_ma_14,4.500237707584231e-05
daydur,4.948710107659411e-05
hdd_lag2,5.440561898715883e-05
pitd_ma_3,5.521113815391103e-05
pitd_ewm_14,0.00010732320805235986
wday,0.00012251031014502456
pitd_ma_7,0.00012595450538623008
li,0.00012775877822042496
pitd_std_7,0.0001299955604861465
year,0.00015846384040942263
pitd_ewm_7,0.00019720204128074008
teff_optim_diff_1,0.00042384729671830453
pitd_lag7,0.0004764306364233386
teff_constr,0.0004909662145737178
tmoy_diff_1,0.0005120246396379313
hdd,0.0005372226742838559
teff_constr_diff_1,0.0005595198431880999
teff_optim,0.000674670970996915
tmoy,0.0007925888110247789
hdd_bizday,0.0008393768804247179
teff_cwv,0.0010724807041214532
teff_cwv_diff_1,0.0011369671557490992
temp_mean,0.001225903845633285
pitd_ewm_3,0.021568494622254786
pitd_lag1,0.9715141771201428
